bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5.0,7.0,7.0,4.0,Semi Detached Duplex,Lekki,Lagos,230000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,33000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Maitama District,Abuja,200000000.0
4.0,4.0,5.0,1.0,Detached Bungalow,Ikotun,Lagos,40000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,31000000.0
5.0,5.0,5.0,4.0,Detached Bungalow,Ifo,Ogun,18000000.0
3.0,3.0,3.0,1.0,Detached Bungalow,Mowe Ofada,Ogun,10500000.0
4.0,5.0,4.0,3.0,Semi Detached Duplex,Isheri North,Ogun,50000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,6.0,5.0,6.0,Detached Duplex,Lekki,Lagos,250000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Isheri North,Lagos,155000000.0
3.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,26500000.0
2.0,2.0,3.0,2.0,Semi Detached Bungalow,Mowe Ofada,Ogun,12500000.0
3.0,3.0,4.0,4.0,Block of Flats,Wuye,Abuja,53000000.0
5.0,5.0,7.0,5.0,Detached Duplex,Ikoyi,Lagos,550000000.0
3.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,34000000.0
1.0,5.0,2.0,1.0,Block of Flats,Lekki,Lagos,30000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ado-Ekiti,Ekiti,80000000.0
3.0,3.0,4.0,3.0,Block of Flats,Victoria Island (VI),Lagos,80000000.0
2.0,3.0,3.0,5.0,Block of Flats,Ibadan,Oyo,16000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Kado,Abuja,100000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Ikeja,Lagos,47000000.0
8.0,6.0,7.0,6.0,Detached Duplex,Yaba,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,1650000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Karmo,Abuja,50000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
1.0,1.0,1.0,2.0,Detached Duplex,Maitama District,Abuja,1300000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,470000000.0
5.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,138000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
4.0,5.0,6.0,4.0,Detached Duplex,Katampe,Abuja,200000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ibadan,Oyo,18000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,6.0,Detached Duplex,Owerri Municipal,Imo,65000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Apapa,Lagos,130000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
3.0,3.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,45000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ibafo,Ogun,10000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
2.0,2.0,3.0,4.0,Block of Flats,Lekki,Lagos,35000000.0
4.0,5.0,5.0,4.0,Semi Detached Bungalow,Ajah,Lagos,37000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,4.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,100000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Enugu,Enugu,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
1.0,5.0,2.0,2.0,Terraced Duplexes,Lekki,Lagos,35000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Port Harcourt,Rivers,13000000.0
3.0,4.0,4.0,4.0,Semi Detached Duplex,Ibeju Lekki,Lagos,32000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Port Harcourt,Rivers,15000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,78000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
4.0,5.0,6.0,4.0,Terraced Duplexes,Jahi,Abuja,65000000.0
5.0,7.0,7.0,1.0,Detached Duplex,Lekki,Lagos,300000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ajah,Lagos,90000000.0
4.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,400000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,75000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Enugu,Enugu,60000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
5.0,1.0,9.0,4.0,Detached Duplex,Ikorodu,Lagos,40000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,170000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,80000000.0
5.0,6.0,8.0,4.0,Detached Duplex,Lekki,Lagos,85500000.0
6.0,8.0,8.0,7.0,Detached Duplex,Asokoro District,Abuja,600000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Victoria Island (VI),Lagos,235000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0
4.0,5.0,5.0,1.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
3.0,5.0,5.0,4.0,Block of Flats,Magboro,Ogun,20000000.0
6.0,6.0,7.0,2.0,Detached Duplex,Ajah,Lagos,70000000.0
7.0,7.0,8.0,3.0,Terraced Duplexes,Wuye,Abuja,75000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ajah,Lagos,28000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
3.0,2.0,2.0,4.0,Detached Bungalow,Abeokuta South,Ogun,12000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Guzape District,Abuja,120000000.0
2.0,2.0,3.0,6.0,Detached Bungalow,Apo,Abuja,45000000.0
6.0,8.0,8.0,4.0,Detached Duplex,Maitama District,Abuja,800000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,62000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,95000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Wuye,Abuja,45000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,260000000.0
3.0,3.0,3.0,4.0,Detached Bungalow,Ajah,Lagos,40000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,73000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ajah,Lagos,40000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,150000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Maitama District,Abuja,258000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ifako-Ijaiye,Lagos,27000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Magboro,Ogun,25000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikoyi,Lagos,550000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Guzape District,Abuja,120000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Ajah,Lagos,34000000.0
6.0,7.0,7.0,1.0,Detached Duplex,Enugu,Enugu,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,80000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,4.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
5.0,4.0,5.0,6.0,Detached Bungalow,Ijede,Lagos,16000000.0
4.0,3.0,3.0,4.0,Block of Flats,Ibadan,Oyo,85000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,650000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
3.0,5.0,3.0,4.0,Block of Flats,Port Harcourt,Rivers,38000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Jabi,Abuja,190000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,64000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Asokoro District,Abuja,130000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Asokoro District,Abuja,400000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Kaura,Abuja,130000000.0
3.0,3.0,4.0,2.0,Semi Detached Bungalow,Sango Ota,Ogun,4500000.0
5.0,5.0,5.0,4.0,Detached Duplex,Dakwo,Abuja,53000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,500000000.0
2.0,2.0,3.0,3.0,Semi Detached Bungalow,Lokogoma District,Abuja,20000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,310000000.0
4.0,5.0,5.0,1.0,Detached Bungalow,Ikorodu,Lagos,20000000.0
5.0,4.0,4.0,6.0,Detached Duplex,Magodo,Lagos,38000000.0
5.0,1.0,1.0,4.0,Block of Flats,Katampe,Abuja,150000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,50000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ikeja,Lagos,130000000.0
4.0,4.0,5.0,8.0,Detached Bungalow,Galadimawa,Abuja,25000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
7.0,6.0,6.0,4.0,Detached Duplex,Magboro,Ogun,35000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Kaduna South,Kaduna,15000000.0
1.0,1.0,1.0,6.0,Block of Flats,Ikotun,Lagos,22000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Maitama District,Abuja,870000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,63000000.0
5.0,6.0,6.0,6.0,Detached Bungalow,Galadimawa,Abuja,45000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Ikeja,Lagos,180000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
4.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
5.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,47000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ikeja,Lagos,80000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Karsana,Abuja,27500000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Kubwa,Abuja,30900000.0
5.0,6.0,6.0,8.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,270000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,320000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,4.0,4.0,4.0,Detached Duplex,Gwarinpa,Abuja,100000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,150000000.0
2.0,8.0,8.0,4.0,Block of Flats,Ketu,Lagos,40000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,60000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,80000000.0
3.0,3.0,3.0,3.0,Detached Bungalow,Ipaja,Lagos,6500000.0
3.0,2.0,3.0,4.0,Detached Bungalow,Ejigbo,Lagos,22000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Gwarinpa,Abuja,50000000.0
5.0,6.0,5.0,5.0,Detached Duplex,Port Harcourt,Rivers,65000000.0
9.0,5.0,5.0,8.0,Detached Bungalow,Sango Ota,Ogun,9000000.0
5.0,5.0,7.0,1.0,Detached Duplex,Lekki,Lagos,380000000.0
8.0,8.0,8.0,4.0,Block of Flats,Jabi,Abuja,2500000000.0
4.0,4.0,4.0,4.0,Detached Bungalow,Ibadan,Oyo,65000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Isheri North,Lagos,75000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Port Harcourt,Rivers,70000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,5.0,Detached Duplex,Ikeja,Lagos,125000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,280000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,380000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,750000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,115000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Lekki,Lagos,475000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Life Camp,Abuja,60000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
4.0,5.0,5.0,7.0,Semi Detached Duplex,Apo,Abuja,50000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Owerri Municipal,Imo,90000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Lekki,Lagos,290000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Galadimawa,Abuja,17000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ifo,Ogun,45000000.0
4.0,5.0,5.0,4.0,Block of Flats,Isolo,Lagos,80000000.0
4.0,6.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,58000000.0
3.0,3.0,4.0,2.0,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,3.0,3.0,8.0,Detached Bungalow,Idimu,Lagos,20000000.0
5.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,76000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Karu,Nasarawa,45000000.0
6.0,7.0,7.0,1.0,Detached Duplex,Gwarinpa,Abuja,200000000.0
3.0,6.0,4.0,6.0,Detached Bungalow,Lokogoma District,Abuja,50000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Lokogoma District,Abuja,15000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Gudu,Abuja,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
2.0,2.0,3.0,4.0,Block of Flats,Kafe,Abuja,14000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Durumi,Abuja,100000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Wuse 2,Abuja,1000000000.0
1.0,5.0,5.0,4.0,Block of Flats,Ibadan,Oyo,3200000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,135000000.0
3.0,3.0,4.0,4.0,Block of Flats,Agege,Lagos,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ajah,Lagos,34900000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Maitama District,Abuja,300000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,6.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
9.0,9.0,9.0,4.0,Terraced Bungalow,Owerri Municipal,Imo,18000000.0
3.0,4.0,4.0,4.0,Semi Detached Duplex,Jabi,Abuja,70000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,380000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,80000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,15000000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Gwarinpa,Abuja,258000000.0
6.0,7.0,7.0,4.0,Detached Bungalow,Gwarinpa,Abuja,65000000.0
7.0,8.0,8.0,1.0,Detached Duplex,Gwarinpa,Abuja,130000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
3.0,5.0,4.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,20000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
8.0,8.0,9.0,7.0,Detached Duplex,Durumi,Abuja,500000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,95000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Katampe,Abuja,220000000.0
3.0,4.0,4.0,3.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
3.0,3.0,3.0,5.0,Detached Bungalow,Ojodu,Lagos,13000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,83000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Wuse 2,Abuja,150000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,30000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Ikoyi,Lagos,550000000.0
5.0,4.0,7.0,8.0,Detached Duplex,Ibeju Lekki,Lagos,120000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,1.0,Terraced Duplexes,Guzape District,Abuja,55000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ibadan,Oyo,68000000.0
6.0,6.0,6.0,4.0,Detached Duplex,Oredo,Edo,265000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Garki,Abuja,100000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,4.0,4.0,5.0,Detached Bungalow,Ado-Odo/Ota,Ogun,15000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,40000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Enugu,Enugu,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,77000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,97000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Owerri Municipal,Imo,25000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
2.0,2.0,2.0,1.0,Block of Flats,Ajah,Lagos,19900000.0
5.0,7.0,7.0,7.0,Detached Duplex,Lekki,Lagos,300000000.0
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,700000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,200000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,220000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Utako,Abuja,120000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ajah,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Ajah,Lagos,77000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,85000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ajah,Lagos,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Gaduwa,Abuja,85000000.0
6.0,4.0,5.0,4.0,Detached Bungalow,Oluyole,Oyo,29000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ibadan South-West,Oyo,80000000.0
3.0,2.0,3.0,4.0,Semi Detached Bungalow,Ikorodu,Lagos,7000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,60000000.0
4.0,4.0,5.0,5.0,Semi Detached Bungalow,Gbagada,Anambara,90000000.0
4.0,3.0,5.0,4.0,Detached Duplex,Lugbe District,Abuja,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,320000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,6.0,Detached Duplex,Ikeja,Lagos,165000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,118000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Maitama District,Abuja,700000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
1.0,2.0,2.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Mabushi,Abuja,80000000.0
4.0,4.0,5.0,4.0,Semi Detached Bungalow,Ikoyi,Lagos,250000000.0
